1 1 0 3 5 2 8 2 2 9 2 6 9 2 1 9 1 1 1 1 2 9 12 5 15 9 4 5 6 5 . 2 1 4 8 2 1 1 1 7 1 7 6 9 6 3 6 . 1 6 1 9 3 1 10 9 9 9 . 9 9 9 10 9 9 2 9 1 9 1 1 6 5 5 1 5 1 6 5 2 3 9 3 . . . . . 2 . 1 . 1 40000
0 0 0 2 8 6 8 6 1 10 1 10 9 11 1 9 1 1 1 1 1 9 7 8 15 9 4 3 6 7 5 3 1 4 . . 1 1 1 3 1 6 6 9 6 . 6 . . 6 1 9 6 1 10 9 . 9 . . 9 9 10 9 9 . . 1 9 1 1 6 5 7 3 7 3 . 5 2 9 8 8 . . . . . 8 49 1 . 2 40000
0 1 3 0 6 2 8 8 2 9 3 9 9 11 1 9 1 1 1 1 1 9 12 5 15 9 4 3 6 7 2 3 2 4 1 . 1 1 1 2 1 6 6 9 6 . 5 1 1 2 1 1 1 1 10 9 . 9 3 9 9 9 9 9 9 2 9 1 9 3 2 6 5 . . . . 2 5 2 3 8 8 . . . . . 4 49 2 . 2 .
0 1 5 0 4 2 8 8 2 5 3 5 9 11 2 9 1 1 3 3 9 9 1 3 3 3 5 5 5 6 . 3 1 2 . 3 1 5 1 1 1 2 3 9 6 . 6 1 1 6 1 2 9 5 10 9 . 9 9 9 9 9 9 10 9 1 9 1 9 4 3 7 5 . . . . 5 5 2 3 8 8 . . . . . 2 59 4 . 2 .
4 3 2 0 1 2 8 8 3 9 3 9 9 11 1 9 1 1 1 1 1 9 10 1 9 2 4 2 5 3 2 3 1 4 2 3 1 1 1 1 1 1 6 9 1 9 6 1 1 4 1 1 9 5 10 9 10 9 9 9 9 9 9 10 9 1 9 1 9 1 1 7 5 1 9 . . . 5 4 10 8 8 . . . . . 2 59 1 . 2 8000
1 3 2 0 4 2 8 8 2 11 2 11 1 10 3 9 6 6 1 1 9 9 1 3 1 1 8 3 5 7 2 3 1 1 . . 1 5 1 1 1 6 1 9 9 . 6 9 2 4 1 2 9 3 10 10 . 9 10 9 9 9 9 10 9 1 9 1 9 1 1 1 1 1 9 1 9 5 5 2 2 8 8 5 2 10 9 8 2 13 1 . 2 1200
3 5 1 0 1 6 8 8 3 9 3 9 9 11 2 9 1 1 1 1 1 9 6 4 5 2 1 3 6 2 1 3 1 2 2 2 1 1 1 1 1 3 6 9 9 9 6 9 1 4 1 1 9 4 10 10 10 9 10 9 9 9 9 10 9 1 9 1 9 1 1 1 1 1 9 1 9 6 5 2 11 9 8 5 2 11 6 8 2 11 2 . 2 2000
0 1 0 2 7 6 8 1 1 10 1 10 2 6 1 9 1 1 1 1 1 9 10 1 15 9 4 6 6 7 7 2 5 2 8 . 1 1 1 6 1 7 6 1 6 9 6 8 1 9 1 9 1 2 3 9 10 9 9 9 10 9 10 9 9 5 3 1 9 1 1 . . 1 9 7 1 2 5 2 1 8 8 5 2 9 9 8 6 11 5 . 2 1500000
1 2 7 0 0 2 3 2 2 10 1 10 9 11 4 9 1 1 1 1 1 9 7 8 15 9 3 1 1 1 1 2 1 4 2 3 1 . 1 1 1 2 6 9 9 6 9 1 3 6 1 3 9 9 10 10 9 10 9 9 9 9 9 10 10 1 9 1 9 1 1 9 9 1 9 1 9 3 2 1 11 2 8 2 1 11 4 8 1 99 1 . 2 2500
2 2 4 1 1 2 8 7 2 9 2 11 1 10 4 9 1 1 1 1 1 9 8 7 15 9 4 2 3 2 2 3 1 1 5 4 1 1 1 3 1 2 6 9 6 6 6 9 6 5 1 1 6 5 10 9 9 9 10 9 9 9 9 9 9 1 9 1 9 1 1 . . 1 9 1 9 6 2 2 11 3 8 . . . . . 2 . 4 . 1 20000
4 5 1 0 0 6 8 7 2 5 3 5 9 11 2 9 1 1 6 6 9 9 1 3 15 9 1 1 1 2 . 4 2 1 2 . 1 . 1 1 1 3 3 9 9 . 6 9 1 6 1 1 9 9 10 10 . 9 10 9 9 9 9 10 10 1 9 1 9 1 1 2 4 . . . . 6 5 2 8 8 8 2 2 11 4 8 2 26 4 . 2 1000
2 2 4 0 2 6 8 7 2 9 3 9 2 6 1 9 1 1 1 1 2 9 10 1 15 9 4 3 5 3 . 3 1 1 2 . 1 5 1 1 1 2 6 9 6 . 8 . . 3 1 . 9 2 10 9 . 9 . . 9 9 . 10 9 1 9 1 9 2 3 1 2 . . . . . 5 2 11 9 8 . . . . . 2 13 1 . 2 800
0 2 1 2 5 1 2 5 5 8 1 8 3 9 2 9 5 5 1 1 9 9 13 2 15 9 2 3 5 7 7 3 4 1 8 4 7 2 1 3 1 6 1 1 1 8 6 8 . 9 1 1 4 5 3 3 9 3 9 . 10 9 9 9 9 4 5 1 9 4 3 1 1 7 4 7 4 2 5 2 9 9 8 . . . . . 6 13 7 . 2 250000
2 0 1 2 5 1 2 8 5 8 1 8 9 11 2 9 4 3 1 1 9 9 1 3 2 2 5 5 6 7 7 4 2 1 . 6 6 . 1 7 2 7 1 1 1 1 6 1 2 5 1 2 3 2 3 9 3 3 9 9 9 9 9 9 9 4 9 2 9 4 2 1 2 6 4 6 4 . 6 2 9 7 9 2 2 9 4 8 . . 3 . 2 500000
2 1 1 1 5 3 8 7 5 8 1 8 9 1 6 2 3 3 1 1 9 9 7 8 15 9 4 5 6 7 4 4 1 3 . 6 10 2 1 3 1 7 1 9 9 . 9 9 1 . 1 . 4 2 10 10 . 10 10 9 . 9 . 1 9 1 9 1 9 3 2 4 5 7 1 7 1 . 2 2 9 4 8 . . . . . . . . . 2 18000
1 0 0 3 6 1 8 7 5 10 1 10 9 1 3 9 3 3 4 4 9 9 9 4 6 3 5 3 6 3 4 3 2 2 6 6 1 2 1 7 2 6 2 1 9 5 6 1 3 6 1 1 1 5 3 10 9 9 9 9 9 9 9 9 9 2 9 1 9 4 2 2 3 1 9 3 2 6 2 2 2 4 8 . . . . . 2 26 6 . 2 22000
0 2 0 1 7 5 1 4 4 8 1 8 9 11 6 1 3 3 1 1 9 9 8 7 15 9 6 3 6 5 . 3 1 2 . . 6 . 1 3 1 6 1 1 9 . 6 . . . 1 5 . 5 3 10 . 9 . . . 9 9 . 9 1 9 1 9 2 3 1 2 7 4 6 1 . 2 2 9 4 8 . . . . . 2 13 4 . 2 .
0 1 0 3 6 1 8 5 5 8 1 8 9 11 2 9 4 4 1 1 9 9 7 8 15 9 4 3 6 5 . 3 2 2 . . 1 . 2 7 2 6 1 . . . . . . . 1 2 1 5 . . . . . . . 9 9 9 9 1 9 1 9 2 2 . . 7 4 7 4 . 2 2 11 3 8 2 2 . 4 8 . . . . 2 560000
0 0 0 2 8 6 8 6 2 6 2 6 1 8 2 9 4 4 1 1 9 9 1 3 15 9 6 5 6 7 6 4 1 2 . 6 9 2 2 7 2 7 1 1 2 1 2 9 1 9 1 9 1 4 3 3 3 3 10 9 10 9 10 1 9 2 9 2 9 1 1 6 5 7 4 7 4 2 2 2 3 4 8 . . . . . 4 13 2 . 2 .
0 0 1 2 7 1 8 8 5 8 1 8 9 11 3 9 4 4 1 1 9 9 1 3 2 2 4 . . . . . . . . . . . . . . 9 1 . . . . . . . . . . . . . . . . . . . . . . 4 5 1 9 2 2 3 5 6 1 7 1 6 2 2 9 4 8 . . . . . 6 39 6 . 2 .
0 1 0 7 2 1 8 7 2 8 1 8 9 11 6 1 5 1 1 1 9 9 10 1 7 4 2 6 4 2 . 4 4 4 . . 5 1 3 6 2 4 1 1 6 8 . 9 6 . 1 1 2 1 3 9 9 . 10 9 . 9 3 9 9 5 3 4 2 4 3 6 5 4 1 4 1 . 5 2 6 . 6 . . . . . . . 8 . 2 35000
0 0 1 3 6 1 8 2 2 9 1 8 9 11 3 9 4 1 1 1 9 9 10 1 7 4 2 6 4 7 2 3 1 4 4 . 5 . 1 7 2 7 1 1 . . . 8 . . 9 1 4 1 3 . . . 9 . . 10 9 9 9 2 9 . . 4 3 . . 4 1 4 1 . 6 2 9 7 9 2 2 1 4 7 8 99 8 . 1 .
0 0 0 4 6 1 8 7 6 8 1 8 9 11 4 9 4 4 1 1 2 9 1 3 2 2 3 5 6 5 4 3 3 4 . . 1 1 3 7 2 7 7 1 6 1 3 8 1 6 9 9 2 4 3 9 3 9 9 9 9 10 10 9 9 1 9 . . 1 1 1 1 7 1 7 1 2 5 3 3 8 3 5 3 1 8 11 4 11 . . 2 .
0 0 1 3 6 6 8 1 1 6 2 6 1 10 3 9 1 1 1 1 2 9 10 1 15 9 3 5 6 8 8 2 4 4 8 2 1 1 3 7 2 7 6 1 7 7 7 1 1 9 1 1 1 1 3 4 4 4 3 3 10 9 3 9 9 5 9 1 9 1 1 6 5 5 1 5 1 3 5 3 3 8 3 . . . . . 6 49 . . 2 .
0 0 1 3 6 6 8 7 1 2 2 2 9 6 3 9 1 1 1 1 2 9 10 1 15 9 3 5 6 7 8 3 4 4 8 . 1 1 3 7 2 7 6 1 7 7 7 7 1 9 9 1 2 2 3 4 4 4 4 3 10 10 3 9 9 5 9 1 9 1 1 6 5 5 1 5 1 5 5 3 1 8 11 . . . . . 6 69 . . 2 .
0 0 0 4 6 7 8 7 1 8 1 8 2 6 2 9 3 3 1 1 9 9 . . . . 4 5 6 8 8 3 4 4 8 . 1 1 3 7 2 7 1 1 6 8 1 8 1 9 1 9 5 4 3 9 9 3 9 3 10 9 10 9 9 5 9 1 9 1 1 6 5 . . . . 2 6 3 2 9 11 . . . . . 6 69 1 . 2 2200
0 1 1 7 1 4 8 8 1 8 1 8 2 6 6 1 5 4 1 1 9 9 7 8 15 9 6 2 6 2 . 4 4 . . . . 1 1 7 2 4 1 1 . 6 . 9 4 6 1 9 2 1 3 . 9 . 10 9 9 9 10 9 9 4 9 1 9 . . 1 1 1 9 7 1 . 2 2 6 2 6 . . . . . 5 13 . . 2 134000
0 0 0 4 6 1 8 7 2 8 1 8 2 6 3 9 3 1 1 1 9 9 10 1 7 4 2 6 6 7 8 3 3 4 8 . 3 1 3 7 2 7 1 1 7 8 6 . 2 9 1 9 2 2 3 4 9 9 . 9 10 9 10 9 9 3 5 . . 1 1 6 5 . . . . . 6 3 9 2 2 6 3 9 8 8 . . 8 . 2 .
0 0 2 3 5 1 7 7 2 8 1 8 9 11 1 9 3 1 1 1 9 9 10 1 15 9 2 6 6 7 8 3 4 4 . . 10 1 3 7 2 7 1 1 8 1 8 . . . 1 . 1 1 3 9 3 9 . . . 3 . 9 9 3 9 4 9 . . . . 7 1 . . 2 5 2 9 . . . . . . . 8 . . . 2 9500000
0 1 0 8 1 1 7 7 6 8 1 8 9 11 6 1 5 4 1 1 9 9 7 8 15 9 6 2 . 2 2 3 4 4 8 . 5 2 1 4 2 4 1 1 6 8 9 9 6 9 1 9 2 4 3 9 9 10 10 9 10 9 10 9 9 4 9 1 9 4 2 . . 1 9 7 3 3 2 2 6 2 6 6 2 9 7 9 6 13 6 . 2 .
2 3 5 0 0 1 8 2 2 8 1 8 9 11 2 9 4 4 1 1 9 9 6 4 5 2 5 1 1 2 2 2 1 2 . . 1 1 1 1 1 2 1 1 9 6 9 8 1 6 1 1 9 9 3 10 9 10 9 9 9 9 9 10 10 1 9 1 9 1 1 1 2 1 9 7 1 3 5 1 3 7 9 5 4 3 8 8 1 99 5 . 2 .
0 0 2 2 6 6 8 6 1 8 1 8 2 6 4 9 4 4 1 1 9 9 8 7 15 9 3 6 6 7 8 3 3 1 8 . 1 1 3 7 1 7 1 1 6 8 1 8 1 9 1 2 1 4 3 9 9 9 9 9 10 9 9 9 9 5 9 2 9 4 2 4 5 7 4 7 4 3 5 3 3 9 8 6 3 3 9 8 6 59 4 . 2 200
0 2 2 2 4 1 2 2 2 10 1 10 2 6 3 9 6 4 1 1 9 9 6 4 15 9 . 3 6 7 3 3 1 1 2 . 1 5 1 7 1 6 1 1 6 9 8 9 1 5 1 4 2 2 3 9 10 9 10 9 9 9 9 9 9 2 9 1 9 4 3 9 9 7 3 7 1 6 5 4 3 8 8 . . . . . 2 49 . . 2 .
0 1 1 1 7 1 8 7 2 8 1 8 9 11 4 9 4 4 1 1 9 9 8 7 15 9 2 6 6 7 . 3 2 2 . . 1 1 3 7 1 7 1 1 1 . 8 . 3 6 1 1 2 4 3 3 . 9 . 9 9 9 9 9 9 1 9 1 9 1 1 1 1 7 1 7 1 2 6 2 9 8 8 . . . . . 4 11 3 . 2 2500000
8 1 0 1 0 3 8 1 1 2 2 2 9 11 4 9 5 5 1 1 9 9 1 3 2 2 5 2 6 3 1 3 1 1 1 2 1 1 1 7 2 1 1 9 9 9 9 9 2 4 1 1 2 1 10 10 10 10 10 9 9 9 9 9 9 1 9 1 9 1 1 7 5 7 1 7 1 6 2 2 7 4 8 2 2 11 4 8 2 59 8 . 2 3820
4 2 4 0 0 6 8 1 1 2 2 2 9 11 3 9 1 1 1 1 1 9 8 7 15 9 3 1 1 2 1 2 1 1 2 . 1 5 1 1 1 8 6 9 9 9 6 1 5 5 1 3 9 9 10 10 10 9 9 9 9 9 9 10 10 1 9 1 9 1 1 7 5 1 9 . . 6 5 2 10 6 8 . . . . . 1 99 8 . 2 .
0 0 1 1 8 6 8 6 2 5 3 5 1 1 3 9 1 1 6 6 9 9 1 3 2 2 5 3 6 7 3 3 2 2 1 . 1 2 1 7 1 6 3 9 6 9 6 9 1 4 1 3 3 3 10 9 10 9 10 9 9 9 9 9 9 2 9 1 9 3 2 2 3 1 9 2 . 4 5 3 7 8 8 . . . . . 4 26 2 . 2 .
1 2 0 2 5 1 2 2 2 9 1 8 2 6 2 9 4 4 1 1 9 9 6 4 5 2 6 3 6 7 2 3 1 1 . . 1 5 1 7 1 6 1 9 9 . 9 . 2 6 1 1 3 4 10 10 . 10 . 9 9 9 9 9 9 2 9 1 9 1 1 1 1 1 9 7 1 6 5 4 3 6 3 . . . . . 2 11 5 . 1 .
0 2 1 1 6 1 8 6 1 12 2 12 3 9 3 9 3 1 1 1 4 9 7 8 15 9 4 3 6 7 3 3 2 1 2 . 1 1 1 2 1 6 7 1 6 8 8 . 1 1 1 1 6 5 3 9 9 9 . 9 9 9 9 9 9 1 9 1 9 2 2 6 5 7 3 7 3 2 5 2 3 8 8 . . . . . 2 13 1 . 2 .
0 0 2 2 6 6 8 6 1 2 2 2 9 11 3 9 1 1 1 1 2 9 10 1 15 9 3 3 6 7 . 3 1 1 2 . 1 1 1 2 1 6 6 1 6 9 6 1 1 4 1 2 2 4 3 9 10 9 9 9 9 9 9 9 9 1 9 1 9 4 2 7 5 5 1 5 1 3 5 4 8 8 8 . . . . . 2 59 5 . 2 11500
0 0 2 2 6 1 8 2 2 2 2 2 9 6 2 9 1 1 1 1 4 9 10 1 15 9 3 6 6 5 3 3 4 4 2 3 5 1 3 7 1 7 5 1 6 . 8 8 1 9 9 1 2 2 3 9 . 9 9 9 10 10 9 9 9 4 5 1 9 4 2 1 1 . . . . 3 5 4 8 . 8 . . . . . 5 13 1 . 2 4000000
0 1 4 1 4 1 8 1 1 9 2 6 3 9 3 9 3 1 1 1 9 9 10 1 7 4 2 3 6 7 . 2 1 . . . 6 1 1 7 2 8 1 9 . 9 9 . . 9 1 1 2 4 10 . 10 10 . . 10 9 9 9 9 1 9 2 9 4 2 1 1 5 1 5 1 . 5 2 3 8 8 2 2 . 4 8 . . . . 1 2000
6 4 0 0 0 7 8 5 3 8 1 8 9 11 6 1 6 6 6 6 9 9 11 6 10 5 5 1 1 1 1 2 1 1 2 2 6 2 1 1 1 1 2 9 9 9 9 9 6 6 1 9 9 9 10 10 10 10 10 9 9 9 10 10 10 1 9 1 9 1 1 1 1 1 9 7 4 1 5 2 11 6 8 . . . . . 2 11 5 . 2 2000
0 1 1 2 6 1 8 7 6 8 1 8 9 11 6 1 5 4 1 1 9 9 12 5 11 5 5 3 5 7 2 3 2 2 . 2 1 3 1 2 1 6 1 9 9 9 9 1 1 9 1 6 6 3 10 10 10 10 9 9 10 9 9 9 9 2 9 1 9 1 1 5 5 . . . . 4 5 2 3 8 8 . . . . . 3 59 4 . 2 200
0 0 4 1 5 1 8 2 2 10 1 1 9 10 2 9 1 1 5 4 5 9 7 8 15 9 4 4 5 7 . 4 3 1 5 . 1 1 1 2 1 6 7 9 6 . 6 1 1 9 9 2 . 5 10 9 . 9 9 9 10 10 9 . 9 4 2 1 9 1 1 2 4 3 4 7 1 6 5 4 8 8 8 5 3 3 8 8 4 25 4 . 1 6000
2 1 0 2 5 1 8 2 2 10 1 1 3 9 2 9 1 1 4 4 9 9 1 3 2 2 4 4 5 6 . 3 1 1 . 6 1 1 1 2 1 6 3 9 9 9 5 9 2 5 1 3 5 4 10 10 10 9 10 9 9 9 9 9 9 2 9 1 9 1 1 5 5 3 . 5 1 3 5 4 8 8 8 5 2 8 8 8 2 59 2 . 1 .
0 0 3 1 6 1 8 5 3 1 1 1 9 11 2 9 1 1 6 4 9 9 8 7 15 9 1 4 5 7 . 3 1 1 2 . 1 5 1 2 1 6 3 9 9 . 9 1 . 9 9 2 2 . 10 10 . 10 9 . 10 10 9 9 . 2 9 1 9 1 1 4 5 2 1 2 1 . 5 2 3 8 8 . . . . . 2 59 6 . 2 .
0 0 3 1 6 4 8 8 2 2 2 2 9 11 2 9 1 1 1 1 5 9 7 8 15 9 4 4 5 7 2 4 3 2 5 5 5 1 1 2 1 6 5 9 9 9 9 1 1 9 9 3 4 3 10 10 10 10 9 3 10 10 9 9 9 4 9 1 9 1 1 1 1 . . . . 6 3 3 7 8 8 . . . . . 4 11 6 . 2 45000
0 0 4 0 6 6 8 7 3 12 2 12 3 9 4 9 1 1 1 1 5 9 7 8 15 9 4 4 5 5 . 4 2 1 2 . 7 1 1 1 1 6 5 9 9 9 9 1 1 9 9 2 9 6 10 10 10 10 9 9 10 10 9 10 9 4 9 1 9 1 1 1 2 . . . . 3 5 2 3 8 8 . . . . . 4 12 3 . 2 1250
0 3 7 0 0 6 8 7 6 2 2 2 9 11 3 9 1 1 1 1 2 9 7 8 15 9 5 1 1 3 3 3 1 1 5 . 1 1 1 1 1 2 6 9 9 6 6 1 4 9 1 3 9 9 10 10 9 9 9 9 10 9 9 10 10 2 9 1 9 1 1 9 9 1 9 7 1 6 2 1 11 2 9 2 2 11 9 5 . . 1 . 2 1000
1 3 6 0 0 4 1 8 2 10 1 10 9 11 4 9 1 1 1 1 2 9 7 8 15 9 4 1 1 3 2 3 1 1 5 3 1 1 1 1 1 2 6 9 6 5 9 1 1 6 1 2 9 9 10 9 9 10 3 9 9 9 9 10 10 2 9 1 9 4 2 5 5 1 9 1 9 2 5 2 3 8 3 5 2 7 8 7 . . 4 . 2 .
5 3 2 0 0 1 8 1 1 12 2 12 3 9 3 9 1 1 1 1 1 9 7 8 15 9 4 1 1 2 1 2 2 1 . 3 1 . 1 1 1 1 6 9 9 1 6 9 2 5 1 2 9 9 10 10 9 9 10 9 9 9 9 10 10 1 9 1 9 1 1 1 1 1 9 1 9 3 2 1 11 2 7 5 2 8 7 8 2 11 . . 2 300
3 6 1 0 0 6 8 2 2 11 2 11 1 10 3 9 1 1 1 1 1 9 7 8 15 9 4 2 . 2 . 2 1 2 5 5 1 1 1 4 1 3 6 9 9 6 9 9 6 5 1 1 1 3 10 10 9 10 10 9 9 9 9 9 9 1 9 1 9 1 1 1 1 1 9 1 9 6 2 2 11 4 4 2 2 11 2 8 2 11 2 . 2 1000
2 8 0 0 0 4 8 8 3 11 2 11 1 10 3 9 1 1 1 1 2 9 7 8 15 9 4 1 1 1 . 3 1 . . . 1 1 1 4 1 3 6 9 9 6 9 . 6 6 1 9 1 9 10 10 9 10 . 9 9 9 10 9 10 1 9 1 9 1 1 . . 1 9 1 9 3 2 2 11 4 5 . . . . . 4 59 5 . 2 200
2 3 2 0 3 2 8 7 2 9 1 8 2 6 2 9 6 6 1 1 9 9 1 3 15 9 6 3 6 3 . 4 2 . . . 1 2 1 1 1 8 1 9 . 6 6 8 6 5 1 2 9 5 10 . 9 9 9 9 9 9 9 10 9 1 9 1 9 1 1 1 1 . . 7 1 . 5 2 4 8 4 2 2 11 2 7 4 13 1 . 1 .
. . . . . 6 8 1 1 5 3 5 9 11 6 1 1 1 5 4 9 9 11 6 15 9 1 . . . . . . . . . . . . . . . 3 . . . . . . . . . . . . . . . . . . . . . . 1 9 1 9 1 1 . . . . . . . 5 3 10 8 8 . . . . . . . . . 2 175
0 0 0 3 7 6 8 7 1 5 3 5 9 11 2 9 1 1 3 3 9 9 7 8 15 9 1 6 6 7 5 4 1 . . . 1 1 1 7 1 7 3 9 1 . 6 9 . . 1 9 1 1 10 9 . 9 10 . . 9 10 9 9 1 9 1 9 1 1 . . 3 . . . 4 5 2 9 7 9 . . . . . . 69 . . 2 400
3 2 0 0 5 6 8 7 3 10 1 10 9 11 3 9 1 1 1 1 1 9 7 8 15 9 4 6 6 3 . 3 1 4 5 2 1 1 1 1 1 7 6 9 1 1 6 9 . 6 1 9 9 2 10 9 9 9 10 . 9 9 10 10 9 1 9 1 9 1 1 9 9 7 1 1 9 . 2 1 8 . 9 5 2 10 7 9 2 69 1 . 2 5000
0 1 1 1 7 3 8 2 2 10 1 10 9 11 2 9 1 1 1 1 4 9 8 7 15 9 4 6 6 7 8 3 3 3 8 6 1 1 1 1 1 7 5 1 6 1 1 8 1 8 1 1 9 3 3 9 3 3 9 3 9 9 3 10 9 5 9 1 9 2 3 1 1 7 4 7 4 3 5 3 9 7 8 6 2 1 7 . 6 11 1 . 2 300000
0 0 1 2 7 2 3 7 2 9 1 8 9 11 3 9 4 4 1 1 9 9 1 3 2 2 6 . . . . . . . . . . . . . . 9 1 . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 2 . . . 1 40000
0 0 0 2 8 2 8 2 2 9 3 9 9 11 3 9 1 1 1 1 1 9 12 5 15 9 4 3 5 3 . 3 1 2 1 . 1 . 1 2 1 6 6 9 1 . 1 1 2 6 1 4 . 4 10 9 . 9 9 9 9 9 9 . 9 2 9 1 9 1 1 1 1 7 1 7 1 . 2 2 7 4 8 2 2 9 4 8 2 . 8 . 2 2000
2 2 1 1 4 2 8 6 2 9 3 9 1 1 1 9 1 1 1 1 1 9 1 3 1 1 4 3 5 7 . 2 1 . 1 2 1 . 1 2 1 6 6 9 9 . 6 1 1 6 1 1 1 2 10 10 . 9 9 9 9 9 9 9 9 1 9 1 9 1 1 1 2 5 1 7 1 . 2 2 11 2 8 . . . . . 2 26 4 . 2 500
1 1 3 0 5 6 8 8 1 9 3 9 9 11 1 9 1 1 1 1 1 9 8 7 15 9 4 3 5 7 3 3 1 1 2 4 1 5 1 1 1 6 6 9 9 9 6 9 1 4 1 2 9 2 10 10 10 9 10 9 9 9 9 10 9 1 9 1 9 1 1 . . . . . . 1 5 2 11 1 8 . . . . . 2 . 1 . 2 147
1 1 4 0 4 5 8 2 2 9 1 8 3 9 6 1 6 6 1 1 9 9 1 3 15 9 5 3 5 7 3 2 1 2 2 4 1 2 1 1 1 8 1 9 6 . 5 1 1 4 1 1 9 5 10 9 . 9 9 9 9 9 9 10 9 1 9 1 9 1 1 . . 1 9 7 1 3 3 2 8 9 8 5 4 8 8 8 2 . 7 . 1 3000
0 0 1 3 6 6 8 8 1 8 1 8 9 11 1 9 3 3 1 1 9 9 8 7 15 9 4 3 5 7 5 3 . 4 5 2 1 1 2 7 2 6 1 1 3 1 2 1 1 9 1 1 5 4 9 9 9 9 9 9 10 9 9 9 9 2 9 1 9 1 1 . . 7 1 7 1 4 5 2 9 8 8 . . . . . 8 99 2 . 2 600000
0 1 1 3 5 1 8 5 5 8 1 8 9 1 2 9 4 3 3 3 9 9 7 8 15 9 . 3 5 7 2 3 1 2 . 5 5 . 1 7 1 6 2 1 . . 8 1 . 2 1 6 1 5 3 . . 9 9 . 9 9 9 9 9 2 9 1 9 2 2 9 9 7 4 . . . 5 2 7 8 8 . . . . . 2 11 1 2 2 38000
